survey,variable,question_label
EWCSR2,hh3_5b_ef4,hh3_5b_ef4. Age - Person 5.
EWCSR2,hh3_6b_ef4,hh3_6b_ef4. Age - Person 6.
EWCSR2,hh3_7b_ef4,hh3_7b_ef4. Age - Person 7.
EWCSR2,hh3_8b_ef4,hh3_8b_ef4. Age - Person 8.
EWCSR2,hh3_9b_ef4,hh3_9b_ef4. Age - Person 9.
EWCSR2,hh3_10b_ef4,hh3_10b_ef4. Age - Person 10.
EWCSR2,hh2b_ef6,hh2b_ef6. Age - Respondent
EWCSR2,hh3_3b_ef6,hh3_3b_ef6. Age - Person 3.
EWCSR2,hh3_4b_ef6,hh3_4b_ef6. Age - Person 4.
EWCSR2,hh3_5b_ef6,hh3_5b_ef6. Age - Person 5.
EWCSR2,hh3_6b_ef6,hh3_6b_ef6. Age - Person 6.
EWCSR2,hh3_7b_ef6,hh3_7b_ef6. Age - Person 7.
EWCSR2,hh3_8b_ef6,hh3_8b_ef6. Age - Person 8.
EWCSR2,hh3_9b_ef6,hh3_9b_ef6. Age - Person 9.
EWCSR2,hh3_10b_ef6,hh3_10b_ef6. Age - Person 10.
EWCSR2,q2b_ef,q2b_ef. How old were you when you stopped full-time education?
EWCSR2,q2c_ef,q2c_ef. How many years have you been in paid employment since the age at which you stopped full-time education?
EWCSR2,q2d_ef,q2d_ef. How many years have you been in your company or organisation?
EWCSR2,q3c_1_ef,q3c_1_ef. What is the exact duration of the contract in number of years?
EWCSR2,q3c_2_ef,q3c_2_ef. What is the exact duration of the contract in number of months?
EWCSR2,q7_ef,q7_ef. How many people work under your supervision?
EWCSR2,q8a_ef,q8a_ef. How many hours do you usually work per week in your main paid job?
EWCSR2,q9b_ef,q9b_ef. How many hours a week on average do you work in job(s) other than your main paid job?
EWCSR2,q13_ef,"q13_ef. In total, how many minutes per day do you normally spend travelling from home to work and back?"
EWCSR2,q14a_ef,"q14a_ef. Normally, how many times a month do you work at night, for at least 2 hours?"
EWCSR2,q14b_ef,"q14b_ef. How many times a month do you work in the evening, for at least 2 hours?"
EWCSR2,q14c_ef,q14c_ef. How many times a month do you work on Sundays?
EWCSR2,q14d_ef,q14d_ef. How many times a month do you work on Saturdays?
EWCSR2,q14e_ef,q14e_ef. How many times a month do you work more than 10 hours a day?
EWCSR2,q28a_2_ef,"q28a_2_ef. Training paid for or provided by your employer, or by yourself if you are self-employed - number of days:"
EWCSR2,q28b_2_ef,q28b_2_ef. Training paid for by yourself - number of days:
EWCSR2,q34b_ef,q34b_ef. Over the past 12 months how many days in total  were you absent from work for reasons of health problems?
EWCSR2,q34c_1_ef,"q34c_1_ef. Of the days of absence indicated above, how many days were attributable to accident(s) at work:"
EWCSR2,q34c_2_ef,"q34c_2_ef. Of the days of absence indicated above, how many days were attributable to health problems caused by your work:"
EWCSR2,ef4.1a_ef,ef4.1a_ef. How many hours per day are you involved: Voluntary or charitable activity
EWCSR2,ef4.1b_ef,ef4.1b_ef. How many hours per day are you involved: Political/trade union activity
EWCSR2,ef4.1c_ef,ef4.1c_ef. How many hours per day are you involved: Caring for and educating your children
EWCSR2,ef4.1d_ef,ef4.1d_ef. How many hours per day are you involved: Cooking and housework
EWCSR2,ef4.1e_ef,ef4.1e_ef. How many hours per day are you involved: Caring for elderly/disabled relatives
EWCSR2,ef4.1f_ef,ef4.1f_ef. How many hours per day are you involved: Taking a training or education course
EWCSR2,ef4.1g_ef,"ef4.1g_ef. How many hours per day are you involved: Sporting, cultural or leisure activity outside your home"
EWCSR2,w1,Selection probability weight
EWCSR2,w3,Persons in employment in COUNTRY (in thousands)
EWCSR2,w4,"Post-stratification weight (trimmed, with selection probabilities embedded)"
EWCSR2,w5_ewcs,w5_ewcs. Cross national weight: Total sample
EWCSR2,w5_eu25,w5_eu25. Cross national weight: EU-25
EWCSR2,w5_nms,w5_nms. Cross national weight: NMS-10
EWCSR2,w5_euro,w5_euro.Cross national weight: Euro-zone
EWCSR2,w5_eu12,w5_eu12. Cross national weight: EU-12
EWCSR2,w5_acc,w5_acc. Cross national weight: ACC
EWCSR2,w5_ac2,w5_ac2
EWCSR2,w5_cc2,w5_cc2
EWCSR2,w5_eu27,w5_eu27. Cross national weight: EU-27
EWCSR2,q04,INTERVIEW NUMBER
EWCSR2,q1,SEX
EWCSR2,q2,How old are you ?
EWCSR2,d11_br,Q.2. - AGE
EWCSR2,q3c01,Q3C: Belgium
EWCSR2,q3c02,Q3C: Denmark
EWCSR2,q3c03,Q3C: Germany
EWCSR2,q3c04,Q3C: Greece
EWCSR2,q3c05,Q3C: Spain
EWCSR2,q3c06,Q3C: France
EWCSR2,q3c07,Q3C: Ireland
EWCSR2,q3c08,Q3C: Italy
EWCSR2,q3c09,Q3C: Luxembourg
EWCSR2,q3c10,Q3C: Netherlands
EWCSR2,q3c11,Q3C: Portugal
EWCSR2,q3c12,"Q3C: United Kingdom (Great Britain, Northern Ireland)"
EWCSR2,q3c13,Q3C: Austria
EWCSR2,q3c14,Q3C: Sweden
EWCSR2,q3c15,Q3C: Finland
EWCSR2,q3c16,Q3C: Other countries
EWCSR2,q3c17,Q3C: DK
EWCSR2,q4rr,Q.4.a) What is your main paid job ? Please give me your job
EWCSR2,q4b,Q.4.b) Do you have any other regular paid job ?
EWCSR2,q5_n,How many people are employed by the company/organisation where you work?
EWCSR2,q6_n,Are you working in the public or the private sector ?
EWCSR2,q7_n,Are you mainly 
EWCSR2,q8rrr,What is the main business activity of the company
EWCSR2,q9,How many people work under your supervision ?
EWCSR2,q10ar,Q.10.a)How many years or months have you been
EWCSR2,q10am,Average
EWCSR2,q10br,Q.10.b) How many months have you been in your main paid job
EWCSR2,q10bm,Average
EWCSR2,q11c1,Q11C: Basic fixed salary/wage
EWCSR2,q11c2,Q11C: Piece rate or productivity payments
EWCSR2,q11c3,Q11C: Extra payments for additional hours of work
EWCSR2,q11c4,Q11C: Extra payments compensating for special working hours
EWCSR2,q11c5,Q11C: Extra payments compensating for poor working conditions
EWCSR2,q11c6,Q11C: Other
EWCSR2,q11c7,Q11C: DK
EWCSR2,q12r,Q.12. How many hours do you usually work per week
EWCSR2,q12m,Average
EWCSR2,q13r,Q.13. How many minutes per day do you normally spend
EWCSR2,q13m,Average
EWCSR2,q14a_n,"Vibrations from hand tools, machinery, etc."
EWCSR2,q14b_n,Noise so loud that you would have to raise your voice
EWCSR2,q14c_n,High temperatures which make you perspire even when not work
EWCSR2,q14d_n,Low temperatures whether indoors or outdoors
EWCSR2,q14e_n,"Breathing in vapours, fumes, dust, or dangerous substances"
EWCSR2,q14f,Handling or touching dangerous products or substances
EWCSR2,q14g,"Radiation such as X rays, radioactive radiation,"
EWCSR2,q15a_n,Painful or tiring positions
EWCSR2,q15b_n,Carrying or moving heavy loads
EWCSR2,q15c,Short repetitive tasks of less than 10 minutes
EWCSR2,q15d,Repetitive hand or arm movements
EWCSR2,q15e,Wearing personal protective equipment
EWCSR2,q15f,"Working with computers : PCs, network, mainframe"
EWCSR2,q15g,Working at very high speed
EWCSR2,q15h,Working to tight deadlines
EWCSR2,q15i,Dealing directly with people who are not employees
EWCSR2,q15j,Working at home
EWCSR2,q16,"Would you say you are very well informed, quite well informe"
EWCSR2,q17c1,Q17C: The temperature
EWCSR2,q17c2,Q17C: The lighting
EWCSR2,q17c3,Q17C: The ventilation
EWCSR2,q17c4,"Q17C: The position of your desk, bench or workstation"
EWCSR2,q17c5,Q17C: The position of your seat
EWCSR2,q17c6,Q17C: The instrument(s) or equipment you use
EWCSR2,q17c7,Q17C: Other
EWCSR2,q17c8,Q17C: None
EWCSR2,q17c9,Q17C: DK
EWCSR2,q18ar,"Q.18.a) Normally, how many times a month do you work at nights"
EWCSR2,q18am,Average
EWCSR2,q18br, b) And how many times a month do you work on Sundays ?
EWCSR2,q18bm,Average
EWCSR2,q18cr, c) And on Saturdays ?
EWCSR2,q18cm,Average
EWCSR2,q19_n,Do you work shifts
EWCSR2,q20a,You can get assistance from colleagues if required
EWCSR2,q20b,You can take your break when you wish
EWCSR2,q20c,You are free to decide when to take holidays or days off
EWCSR2,q20d,You have fixed starting and finishing time every day
EWCSR2,q20e,You have enough time to get the job done
EWCSR2,q20f,You have a secure job
EWCSR2,q21a_n,the work done by colleagues
EWCSR2,q21b_n,"direct demands from people such as customers, passengers"
EWCSR2,q21c_n,production norms
EWCSR2,q21d_n,automatic speed of a machine or moving of a product
EWCSR2,q21e_n,the direct control of your boss
EWCSR2,q22a_n,your order of tasks
EWCSR2,q22b_n,your methods of work
EWCSR2,q22c,your speed or rate of work
EWCSR2,q23a_n,meeting precise quality standards
EWCSR2,q23b_n,assessing the quality of your own work
EWCSR2,q23c_n,solving unforeseen problems on your own
EWCSR2,q23d_n,"deciding, possibly with colleagues, on departmental issues"
EWCSR2,q23e_n,rotating tasks between yourself and colleagues
EWCSR2,q23f_n,monotonous tasks
EWCSR2,q23g,complex tasks
EWCSR2,q23h,learning new things
EWCSR2,q24,How well do you think your skills match the demands imposed
EWCSR2,q25r,"Over the past 12 months, have you undergone training"
EWCSR2,q25bm,Average
EWCSR2,q26a_n,had a frank discussion with your boss about your work
EWCSR2,q26b_n,been consulted about changes in the organisation of work
EWCSR2,q26c,discussed work-related problems with your boss
EWCSR2,q26d,discussed work-related problems with your colleagues
EWCSR2,q26e,discussed work-related problems with employee representative
EWCSR2,q27a,physical violence
EWCSR2,q27b,intimidation
EWCSR2,q27c,sexual discrimination
EWCSR2,q27d,unwanted sexual attention
EWCSR2,q27e,age discrimination
EWCSR2,q27f,race discrimination
EWCSR2,q27g,disability discrimination
EWCSR2,q27h,nationality discrimination
EWCSR2,q28,"at your workplace, would you say that men and women have equal opportunities"
EWCSR2,q29,Is your immediate boss a man or a woman ?
EWCSR2,q30a_n,"sick child leave that is, the amount of time you can stay at"
EWCSR2,q30b_n,"maternity leave that is, the amount of time a woman can stay"
EWCSR2,q30c_n,"parental leave that is, the amount of time a mother or a father"
EWCSR2,q30d_n,"child day care that is, your company/employer provides"
EWCSR2,q31_n,do you think your health and safety is at risk because of your work
EWCSR2,q32r,"Over the past 12 months, how many days, if any"
EWCSR2,q32bm,Average
EWCSR2,q33_n,"Over the past 5 years, have you changed your job"
EWCSR2,q34c01,"Q34C: No, it does not affect my health"
EWCSR2,q34c02,"Q34C: Yes, ear problems"
EWCSR2,q34c03,"Q34C: Yes, eye problems"
EWCSR2,q34c04,"Q34C: Yes, skin problems"
EWCSR2,q34c05,"Q34C: Yes, backache"
EWCSR2,q34c06,"Q34C: Yes, headaches"
EWCSR2,q34c07,"Q34C: Yes, stomach ache"
EWCSR2,q34c08,"Q34C: Yes, muscular pains in arms or legs"
EWCSR2,q34c09,"Q34C: Yes, respiratory difficulties"
EWCSR2,q34c10,"Q34C: Yes, stress"
EWCSR2,q34c11,"Q34C: Yes, overall fatigue"
EWCSR2,q34c12,"Q34C: Yes, sleeping problems"
EWCSR2,q34c13,"Q34C: Yes, allergies"
EWCSR2,q34c14,"Q34C: Yes, heart disease"
EWCSR2,q34c15,"Q34C: Yes, anxiety"
EWCSR2,q34c16,"Q34C: Yes, irritability"
EWCSR2,q34c17,"Q34C: Yes, personal problems"
EWCSR2,q34c18,Q34C: Other (SPONTANEOUS)
EWCSR2,q34c19,Q34C: My work improves my health (SPONTANEOUS)
EWCSR2,q34c20,Q34C: DK
EWCSR2,q35r,Is your job more difficult for you because of any chronic
EWCSR2,q36_n,"On the whole, are you very satisfied,"
EWCSR2,d7,Are you ... ?
EWCSR2,d8r,How old were you when you finished your full-time education
EWCSR2,d12,PERSONS
EWCSR2,d13,CHILDREN
EWCSR2,d19a,a) In your household the person mainly responsible
EWCSR2,d19b,b) In your household the person who contributes most
EWCSR2,p1r,P.1. - DATE OF THE INTERVIEW
EWCSR2,p2r,P.2. - Time of the beginning of the interview
EWCSR2,p3r,P.3. - Number of minutes the interview lasted
EWCSR2,p4_n,P.4. - Number of persons present during the interview
EWCSR2,p5_n,P.5. - Respondent cooperation
EWCSR2,p12,P.12. - Telephone available in the household ?
EWCSR2,w1_n,W.1. - WEIGHT RESULT FROM TARGET
EWCSR2,w2,W.2. - WEIGHT ADJUSTED TO STANDARD SIZE
EWCSR2,w3_n,W.3. - WEIGHT SPECIAL GERMANY
EWCSR2,w4_n,W.4. - WEIGHT EUROPE 15
EWCSR2,countryr,COUNTRIES
EWCSR2,p6_bel,P.6. - BEL - Size of locality
EWCSR2,p7_bel,P.7. - BEL - Region
EWCSR2,p7r_bel,P.7. - BEL - REGIONS
EWCSR2,p13_bel,P.13. - LANGUAGE - BELGIUM
EWCSR2,p6_den,P.6. - DEN - Size of locality
EWCSR2,p7_den,P.7. - DEN - Region
EWCSR2,p6_wge,P.6. - WGE - Size of locality
EWCSR2,p7_wge,P.7. - WGE - Region 
EWCSR2,p7r_wge,P.7. - WGE - REGIONS
EWCSR2,p6_gre,P.6. - GRE - Size of locality
EWCSR2,p7_gre,P.7. - GRE - Region
EWCSR2,p6_ita,P.6. - ITA - Size of locality
EWCSR2,p7_ita,P.7. - ITA - Region
EWCSR2,p7r_ita,P.7. - ITA - REGIONS
EWCSR2,p6_spa,P.6. - SPA - Size of locality
EWCSR2,p7_spa,P.7. - SPA - Region
EWCSR2,p7r_spa,P.7. - SPA - REGIONS
EWCSR2,p6_fra,P.6. - FRA - Size of locality
EWCSR2,p7_fra,P.7. - FRA - Region
EWCSR2,p7r_fra,P.7. - FRA - REGIONS
EWCSR2,p6_irl,P.6. - IRL - Size of locality
EWCSR2,p7_irl,P.7. - IRL - Region
EWCSR2,p6_lux,P.6. - LUX - Size of locality
EWCSR2,p7_lux,P.7. - LUX - Region
EWCSR2,p13_lux,P.13. - LUX - LANGUAGE
EWCSR2,p6_net,P.6. - NET - Size of locality
EWCSR2,p7_net,P.7. - NET - Region
EWCSR2,p7r_net,P.7. - NET - REGIONS
EWCSR2,p6_por,P.6. - POR - Size of locality
EWCSR2,p7_por,P.7. - POR - Region
EWCSR2,p6_uk,P.6. - UK - Size of locality
EWCSR2,p7_uk,P.7. - UK - Region
EWCSR2,p7_ukr,P.7. - UK - REGIONS
EWCSR2,p6_ege,P.6. - EGE - Size of locality
EWCSR2,p7_ege,P.7 - EGE - Region
EWCSR2,p7r_ege,P.7. - EGE - REGIONS
EWCSR2,p6_fin,P.6. - FIN - Size of locality
EWCSR2,p7_fin,P.7. - FIN - Region
EWCSR2,p7r_fin,P.7. - FIN - REGIONS
EWCSR2,p13_fin,P.13. - LANGUAGE - FINLAND
EWCSR2,p6_swe,P.6. - SWE - Size of locality
EWCSR2,p7_swe,P.7. - SWE - Region
EWCSR2,p6_aus,P.6. - AUS - Size of locality
EWCSR2,p7_aus,P.7. - AUS - Region
EWCSR2,p6_ger,P.6. - GER - Size of locality
EWCSR2,p7r_ger,P.7. - GER - REGIONS
EWCSR2,q14a_new,vibrations
EWCSR2,q14b_new,loud noise
EWCSR2,q14c_new,high temps
EWCSR2,q14d_new,low temperatures
EWCSR2,q14e_new,breathing in
EWCSR2,q14f_new,"handling, touching dangerous products"
EWCSR2,q14g_new,radiation
EWCSR2,q15a_new,painful positions
EWCSR2,q15b_new,carrying heavy loads
EWCSR2,q15c_new,short repetitive tasks
EWCSR2,q15d_new,repetitive hand/arm movements
EWCSR2,q15e_new,wearing protective equipment
EWCSR2,q15f_new,work with computers
EWCSR2,q15g_new,work at high speed
EWCSR2,q15h_new,work to deadlines
EWCSR2,q15i_new,deal outside people
EWCSR2,q15j_new,work at home
EWCSR2,countryl,countries
EWCSR2,q7_new,q7_new
EWCSR2,q18ar_nw,WORKING NIGHTS
EWCSR2,q18br_nw,working sundays
EWCSR2,q18cr_nw,working saturdays
EWCSR2,q10ar_nw,years in paid job
EWCSR2,q10br_nw,months in job
EWCSR2,q12r_new,hours work per week
EWCSR2,q13r_new,commuting
EWCSR2,q25r_new,training
EWCSR2,q32r_new,days absent
EWCSR2,q35r_new,health problem
EWCSR2,q10br_rc,q10br_rc
EWCSR2,q14a_isy,vibrations
EWCSR2,q14b_isy,noise
EWCSR2,q14c_isy,high temperatures
EWCSR2,q14d_isy,low temperatures
EWCSR2,q14e_isy,breathing in vapours
EWCSR2,q14f_isy,handling dangerous products
EWCSR2,q14g_isy,radiation
EWCSR2,q15a_isy,painful positions
EWCSR2,q15b_isy,carrying heavy loads
EWCSR2,q15c_isy,short repetitive tasks
EWCSR2,q15d_isy,repetitive hand movements
EWCSR2,q15e_isy,wearing protection
EWCSR2,q15f_isy,working with computers
EWCSR2,q15g_isy,working at high speed
EWCSR2,q15h_isy,working to tight deadlines
EWCSR2,q15i_isy,dealing with outside people
EWCSR2,q15j_isy,working at home
EWCSR2,q16_isy,informed
EWCSR2,q19_isy,shifts
EWCSR2,q35r_isy,job difficult because of health
EWCSR2,q36_isy,satisfaction with job
EWCSR2,coun_isy,coun_isy
EWCSR2,filter_$,wkstatu3 >= 5 (FILTER)
EWCSR2,q35rnew1,"chronic/permanent health problem: two groups, yes.. and no, never"
EWCSR2,q20a_isy,assistance from colleagues
EWCSR2,q20b_isy,break when you wish
EWCSR2,q20c_isy,free decision holidays/days off
EWCSR2,q20d_isy,"fixed starting, finishing time every day"
EWCSR2,q20e_isy,enough time to get the job done
EWCSR2,q20f_isy,you have a secure job
EWCSR2,q9_isy,q9_isy
EWCSR2,q21a_isy,pace of work dependent on work done by colleagues
EWCSR2,q21b_isy,"direct demands from people such as customers, passengers, pupils, patients, etc."
EWCSR2,q21c_isy,production norms
EWCSR2,q21d_isy,automatic speed of a machine or moving of a product
EWCSR2,q21e_isy,the direct control of your boss
EWCSR2,q22a_isy,your order of tasks
EWCSR2,q22b_isy,your methods of work
EWCSR2,q22c_isy,your speed or rate of work
EWCSR2,q23a_isy,meeting precise quality standards
EWCSR2,q23b_isy,assessing the quality of your own work
EWCSR2,q23c_isy,solving unforeseen problems on your own
EWCSR2,q23d_isy,"deciding, possibly with colleagues, on departmental issues such as the division of tasks, staff replacements"
EWCSR2,q23e_isy,rotating tasks between yourself and colleagues
EWCSR2,q23f_isy,monotonous tasks
EWCSR2,q23g_isy,complex tasks
EWCSR2,q23h_isy,learning new things
EWCSR2,q24_isy,how well do you think your skills match the demands imposed
EWCSR2,q26a_isy,had a frank discussion with your boss about your work performance
EWCSR2,q26b_isy,been consulted about changes inthe organization of work and/or other working conditions
EWCSR2,q26c_isy,discussed work-related problems with your boss
EWCSR2,q26d_isy,discussed work-related problems with your colleagues
EWCSR2,q26e_isy,discussed work-related problems with employee representatives
EWCSR2,q27a_isy,physical violence
EWCSR2,q27b_isy,intimidation
EWCSR2,q27c_isy,sexual discrimination
EWCSR2,q27d_isy,unwanted sexual attention
EWCSR2,q27e_isy,age discrimination
EWCSR2,q27f_isy,race discrimination
EWCSR2,q27g_isy,disability discrimination
EWCSR2,q27h_isy,nationality discrimination
EWCSR2,q28_isy,"at your workplace, would you say that men and women have equal opportunities, or not"
EWCSR2,q30a_isy,sick child leave
EWCSR2,q30b_isy,maternity leave
EWCSR2,q30c_isy,parental leave
EWCSR2,q30d_isy,child day care
EWCSR2,q31_isy,do you think your health and safety is at risk because of your work
EWCSR2,q33_isy,"over the past 5 years, have you changed your job in order to seek a healthier or less dangerous job"
EWCSR2,q18bnw1,q18bnw1
EWCSR2,q18cnw1,q18cnw1
EWCSR2,q19daysh,day work and shift work
EWCSR2,worktime,worktime
EWCSR2,hoursw_w,nb heures de travail par semaine
EWCSR2,anciennt,anciennet dans l'emploi
EWCSR2,q18amq19,working patterns
EWCSR2,wkstatu3,STATUT DETAILLE
EWCSR2,wkst_1an,STATUT moins 1 an d'anciennete
EWCSR2,statunw3,STATUT D'EMPLOI
EWCSR2,nationty,nationality
EWCSR2,salaries,ensemble des salaries
EWCSR2,stnw_1an,STATUT moins de 1 an
EWCSR2,sala_1an,SALARIES moins de 1 an
EWCSR2,q18dicho,travail de nuit (dichotomie)
EWCSR2,q2r,age
EWCSR2,q29bc,q29bc. Have you personally been subjected at work to physical violence?
EWCSR2,PrimaryLast,Indicator of each last matching case as Primary
EWCSR2,w00,w00
EWCSR2,w5_eu15,w5_eu15
EWCSR2,agsex,agsex
EWCSR2,nac,nac
EWCSR2,isc,isc
EWCSR2,reg,reg
EWCSR2,wst,wst
EWCSR2,wor,wor
EWCSR2,w4_new,dataframe
EWCSR3,id,respondent id
EWCSR3,hh1,hh1.How many people live in this household?
EWCSR3,hh2a,hh2a. Sex - Respondent
EWCSR3,hh2b,hh2b. Age - Respondent
EWCSR3,hh2d,hh2d. Economic status - Respondent
EWCSR3,hh3_2a,hh3_2a. Sex - Person 2.
EWCSR3,hh3_2b,hh3_2b. Age - Person 2.
EWCSR3,hh3_2c,hh3_2c. Relationship to respondent - Person 2.
EWCSR3,hh3_2d,hh3_2d. Economic status - Person 2.
EWCSR3,hh3_3a,hh3_3a. Sex - Person 3.
EWCSR3,hh3_3b,hh3_3b. Age - Person 3.
EWCSR3,hh3_3c,hh3_3c. Relationship to respondent - Person 3.
EWCSR3,hh3_3d,hh3_3d. Economic status - Person 3.
EWCSR3,hh3_4a,hh3_4a. Sex - Person 4.
EWCSR3,hh3_4b,hh3_4b. Age - Person 4.
EWCSR3,hh3_4c,hh3_4c. Relationship to respondent - Person 4.
EWCSR3,hh3_4d,hh3_4d. Economic status - Person 4.
EWCSR3,hh3_5a,hh3_5a. Sex - Person 5.
EWCSR3,hh3_5b,hh3_5b. Age - Person 5.
EWCSR3,hh3_5c,hh3_5c. Relationship to respondent - Person 5.
EWCSR3,hh3_5d,hh3_5d. Economic status - Person 5.
EWCSR3,hh3_6a,hh3_6a. Sex - Person 6.
EWCSR3,hh3_6b,hh3_6b. Age - Person 6.
EWCSR3,hh3_6c,hh3_6c. Relationship to respondent - Person 6.
EWCSR3,hh3_6d,hh3_6d. Economic status - Person 6.
EWCSR3,hh3_7a,hh3_7a. Sex - Person 7.
EWCSR3,hh3_7b,hh3_7b. Age - Person 7.
EWCSR3,hh3_7c,hh3_7c. Relationship to respondent - Person 7.
EWCSR3,hh3_7d,hh3_7d. Economic status - Person 7.
EWCSR3,hh3_8a,hh3_8a. Sex - Person 8.
EWCSR3,hh3_8b,hh3_8b. Age - Person 8.
EWCSR3,hh3_8c,hh3_8c. Relationship to respondent - Person 8.
EWCSR3,hh3_8d,hh3_8d. Economic status - Person 8.
EWCSR3,hh3_9a,hh3_9a. Sex - Person 9.
EWCSR3,hh3_9b,hh3_9b. Age - Person 9.
EWCSR3,hh3_9c,hh3_9c. Relationship to respondent - Person 9.
EWCSR3,hh3_9d,hh3_9d. Economic status - Person 9.
EWCSR3,hh3_10a,hh3_10a. Sex - Person 10.
EWCSR3,hh3_10b,hh3_10b. Age - Person 10.
EWCSR3,hh3_10c,hh3_10c. Relationship to respondent - Person 10.
EWCSR3,hh3_10d,hh3_10d. Economic status - Person 10.
EWCSR3,q1a,Q1a. Are you a citizen of  country?
EWCSR3,q1b,q1b. Are you a citizen of ?
EWCSR3,q2a,q2a. What is the title of your main paid job?
EWCSR3,q2b,q2b. How old were you when you stopped full-time education?
EWCSR3,q2c,q2c. How many years have you been in paid employment since the age at which you stopped full-time education?
EWCSR3,q2d,q2d. How many years have you been in your company or organisation?
EWCSR3,q3a,q3a. Are you mainly ... ?
EWCSR3,q3b,q3b. What kind of employment contract do you have?
EWCSR3,q3c_1,q3c_1. What is the exact duration of the contract in number of years?
EWCSR3,q3c_2,q3c_2. What is the exact duration of the contract in number of months?
EWCSR3,q4,q4. What is the main activity of the company or organisation where you work?
EWCSR3,q5,q5. Are you working in the ?
EWCSR3,q6,q6. How many people in total work in the local unit of the establishment where you work?
EWCSR3,q7,q7. How many people work under your supervision?
EWCSR3,q8a,q8a. How many hours do you usually work per week in your main paid job?
EWCSR3,q8b,q8b. How many days per week do you usually work in your main paid job?
EWCSR3,q9a,"q9a. Besides your main paid job, do you have any other paid job(s)?"
EWCSR3,q9b,q9b. How many hours a week on average do you work in job(s) other than your main paid job?
EWCSR3,q10a,"q10a. Are you exposed at work to - vibrations from hand tools, machinery, etc.?"
EWCSR3,q10b,q10b. Are you exposed at work to - noise so loud that you would have to raise your voice to talk to people?
EWCSR3,q10c,q10c. Are you exposed at work to - high temperatures which make you perspire even when not working?
EWCSR3,q10d,q10d. Are you exposed at work to - low temperatures whether indoors or outdoors?
EWCSR3,q10e,"q10e. Are you exposed at work to - breathing in smoke, fumes, powder or dust etc.?"
EWCSR3,q10f,q10f. Are you exposed at work to - breathing in vapours such as solvents and thinners?
EWCSR3,q10g,q10g. Are you exposed at work to - handling or being in skin contact with chemical products or  substances?
EWCSR3,q10h,"q10h. Are you exposed at work to - radiation such as X rays, radioactive radiation, welding light, laser beams?"
EWCSR3,q10i,q10i. Are you exposed at work to - tobacco smoke from other people?
EWCSR3,q10j,q10j. Are you exposed at work to - handling or being in direct contact with materials which can be infectious?
EWCSR3,q11a,q11a. Does your main paid job involve - tiring or painful positions?
EWCSR3,q11b,q11b. Does your main paid job involve - lifting or moving people?
EWCSR3,q11c,q11c. Does your main paid job involve - carrying or moving heavy loads?
EWCSR3,q11d,q11d. Does your main paid job involve - standing or walking?
EWCSR3,q11e,q11e. Does your main paid job involve - repetitive hand or arm movements?
EWCSR3,q11f,q11f. Does your main paid job involve - working at company/organisation premise?
EWCSR3,q11g,q11g. Does your main paid job involve - teleworking from home with a PC?
EWCSR3,q11h,"q11h. Does your main paid job involve - working at home, excluding telework?"
EWCSR3,q11i,q11i. Does your main paid job involve - working in places other than home or company/organisation premises?
EWCSR3,q11j,q11j. Does your main paid job involve - dealing directly with people who are not employees at your workplace?
EWCSR3,q11k,"q11k. Does your main paid job involve - working with computers: PCs, network, mainframe?"
EWCSR3,q11l,q11l. Does your main paid job involve - using internet/email for professional purposes?
EWCSR3,q11m,q11m. Does your main paid job involve - wearing personal protective clothing or equipment?
EWCSR3,q12,"q12. Regarding the health and safety risks related to performance of your job, how well informed would you say you are?"
EWCSR3,q13,"q13. In total, how many minutes per day do you normally spend travelling from home to work and back?"
EWCSR3,q14a,"q14a. Normally, how many times a month do you work at night, for at least 2 hours?"
EWCSR3,q14b,"q14b. How many times a month do you work in the evening, for at least 2 hours?"
EWCSR3,q14c,q14c. How many times a month do you work on Sundays?
EWCSR3,q14d,q14d. How many times a month do you work on Saturdays?
EWCSR3,q14e,q14e. How many times a month do you work more than 10 hours a day?
EWCSR3,q15a,q15a. Do you work part-time or full-time?
EWCSR3,q15b,q15b. Would you like to work...?
EWCSR3,q16a_a,q16a_a. Do you work the same number of hours every day?
EWCSR3,q16a_b,q16a_b. Do you work the same number of days every week?
EWCSR3,q16a_c,q16a_c. Do you work fixed starting and finishing times?
EWCSR3,q16a_d,q16a_d. Do you work shifts?
EWCSR3,q16b,q16b. Do you work ...?
EWCSR3,q17a,q17a. How are your working time arrangements set?
EWCSR3,q17b,q17b. Do changes to your work schedule occur regularly?
EWCSR3,q18,q18. Do your working hours fit in with your family or social commitments outside work?
EWCSR3,q19,"q19. In the past twelve months, have you been contacted outside your normal working hours?"
EWCSR3,q20a_a,q20a_a. Does your job involve short repetitive tasks of less than 1 minute?
EWCSR3,q20a_b,q20a_b. Does your job involve short repetitive tasks of less than 10 minutes?
EWCSR3,q20b_a,q20b_a. Does your job involve working at very high speed?
EWCSR3,q20b_b,q20b_b. Does your job involve working to tight deadlines?
EWCSR3,q21a,q21a. Is your pace of work dependent on the work done by colleagues?
EWCSR3,q21b,q21b. Is your pace of work dependent on direct demands from people?
EWCSR3,q21c,q21c. Is your pace of work dependent on numerical production targets or performance targets?
EWCSR3,q21d,q21d. Is your pace of work dependent on automatic speed of a machine or movement of a product?
EWCSR3,q21e,q21e. Is your pace of work dependent on the direct control of your boss?
